citing,cited
doi:10.15468/dl.2xuknv,doi:10.15468/dl.2ybac6
doi:10.15468/dl.2xuknv,doi:10.15468/dl.2y751v
doi:10.15468/dl.2xuknv,doi:10.1594/pangaea.141268
doi:10.15468/dl.2xpkzr,doi:10.15468/dl.2ygbws
doi:10.15468/dl.2xpkzr,doi:10.15468/dl.2xqhdz
doi:10.15468/dl.2xpkzr,doi:10.15468/dl.2ymdqf
doi:10.15468/dl.2xpkzr,doi:10.15468/dl.2xyywm
doi:10.15468/dl.2xpkzr,doi:10.15468/dl.2xzfgw
doi:10.15468/dl.2xpkzr,doi:10.15468/dl.2xq8yj
doi:10.15468/dl.2xpkzr,doi:10.15468/dl.2xzo4m
doi:10.15468/dl.2xpkzr,doi:10.15468/dl.2ypntf
doi:10.15468/dl.2xpkzr,doi:10.15468/dl.2y98ch
doi:10.15468/dl.2yi77e,doi:10.15468/dl.2xzxmb
doi:10.15468/dl.2yi77e,doi:10.15468/dl.2ytfsi
doi:10.15468/dl.2yi77e,issn:1868-8969
doi:10.15468/dl.2yi77e,doi:10.15468/dl.2xoo9k
doi:10.15468/dl.2yi77e,doi:10.15468/dl.2xwr6r
doi:10.15468/dl.2yi77e,doi:10.15468/dl.2yhn7y
doi:10.15468/dl.2yi77e,doi:10.15468/dl.2y2k6k
doi:10.15468/dl.2yi77e,doi:10.15468/dl.2y5zu5
doi:10.15468/dl.2yi77e,doi:10.15468/dl.2ypquc
doi:10.15468/dl.xxwini,doi:10.15468/dl.2y1byp
doi:10.15468/dl.xxwini,doi:10.15468/dl.2y3cbg
doi:10.15468/dl.xxwini,doi:10.15468/dl.2y7cmv
doi:10.15468/dl.xxwini,doi:10.15468/dl.2y656c
doi:10.15468/dl.xxwini,doi:10.15468/dl.2xx5y6
doi:10.15468/dl.xxwini,doi:10.15468/dl.2y5hy3
doi:10.15468/dl.xxwini,doi:10.15468/dl.2ygr8v
doi:10.15468/dl.xxwini,doi:10.1594/pangaea.141227
doi:10.15468/dl.xxwini,doi:10.15468/dl.2ykewn
doi:10.15468/dl.2y2a7g,doi:10.15468/dl.2yt5dc
doi:10.15468/dl.2y2a7g,doi:10.15468/dl.2yaj0g
doi:10.15468/dl.2y2a7g,doi:10.15468/dl.2y58zy
doi:10.15468/dl.2y2a7g,doi:10.15468/dl.2y8n3t
doi:10.15468/dl.2y2a7g,doi:10.15468/dl.2xz680
doi:10.15468/dl.2y2a7g,doi:10.15468/dl.2ydf34
doi:10.15468/dl.2y2a7g,doi:10.15468/dl.2y0wjg
doi:10.15468/dl.2y2a7g,doi:10.15468/dl.2ypdwm
doi:10.15468/dl.2y2a7g,doi:10.15468/dl.2xxm24
doi:10.15468/dl.2y4qcz,doi:10.1594/pangaea.141310
doi:10.15468/dl.2y4qcz,doi:10.15468/dl.2ydqf2
doi:10.15468/dl.2y4qcz,doi:10.15468/dl.2xpieb
doi:10.15468/dl.2y4qcz,doi:10.15468/dl.2y4smt
doi:10.15468/dl.2y4qcz,doi:10.15468/dl.2yqqxr
doi:10.15468/dl.2y4qcz,doi:10.15468/dl.2yqhhu
doi:10.15468/dl.2y4qcz,doi:10.15468/dl.2yrmol
doi:10.15468/dl.2y4qcz,doi:10.15468/dl.2ymo5j
doi:10.15468/dl.2y4qcz,doi:10.15468/dl.hsfw99
doi:10.15468/dl.2y8e74,doi:10.15468/dl.2xmx3p
doi:10.15468/dl.2y8e74,doi:10.15468/dl.2yrzfb
doi:10.15468/dl.2y8e74,doi:10.15468/dl.2yqfay
doi:10.15468/dl.2y8e74,doi:10.1594/pangaea.141267
doi:10.15468/dl.2y8e74,doi:10.15468/dl.2yeyne
doi:10.15468/dl.2y8e74,doi:10.1594/pangaea.141211
doi:10.15468/dl.2y8e74,doi:10.15468/dl.2y5b7j
doi:10.15468/dl.2y8e74,doi:10.15468/dl.2yedfu
doi:10.15468/dl.2y8e74,doi:10.15468/dl.2yf7au
doi:10.15468/dl.2xmdzq,doi:10.15468/dl.2ykcx3
doi:10.15468/dl.2xmdzq,doi:10.15468/dl.2y4fac
doi:10.15468/dl.2xmdzq,doi:10.15468/dl.2yrctd
doi:10.15468/dl.2xmdzq,doi:10.15468/dl.2xxheo
doi:10.15468/dl.2xmdzq,doi:10.15468/dl.2y7d64
doi:10.15468/dl.2xmdzq,doi:10.1594/pangaea.141316
doi:10.15468/dl.2xmdzq,doi:10.15468/dl.2xwcc2
doi:10.15468/dl.2xmdzq,doi:10.15468/dl.2xvuvl
doi:10.15468/dl.2xmdzq,doi:10.15468/dl.2y7ezm
doi:10.15468/dl.2yej26,doi:10.15468/dl.2y8nku
doi:10.15468/dl.2yej26,doi:10.15468/dl.2y6sti
doi:10.15468/dl.2yej26,doi:10.15468/dl.2xsd1k
doi:10.15468/dl.2yej26,doi:10.15468/dl.2ysfqx
doi:10.15468/dl.2yej26,doi:10.15468/dl.2xvmpw
doi:10.15468/dl.2yej26,doi:10.15468/dl.2yauvv
doi:10.15468/dl.2yej26,doi:10.15468/dl.2yr867
doi:10.15468/dl.2yej26,doi:10.15468/dl.2xsxiw
doi:10.15468/dl.2yej26,doi:10.15468/dl.2yf6bi
doi:10.15468/dl.2ymp4x,doi:10.15468/dl.2y9p46
doi:10.15468/dl.2ymp4x,doi:10.15468/dl.2ycdrj
doi:10.15468/dl.2ymp4x,doi:10.15468/dl.2ycw4h
doi:10.15468/dl.2ymp4x,doi:10.15468/dl.2ymv7z
doi:10.15468/dl.2ymp4x,doi:10.15468/dl.2ys4w3
doi:10.15468/dl.2ymp4x,doi:10.15468/dl.2xqo8n
doi:10.15468/dl.2ymp4x,doi:10.15468/dl.2y6pdt
doi:10.15468/dl.2ymp4x,doi:10.15468/dl.2yljfc
doi:10.15468/dl.2ymp4x,doi:10.15468/dl.2ygnpi
doi:10.15468/dl.2y2wy4,doi:10.15468/dl.2y4nf0
doi:10.15468/dl.2y2wy4,doi:10.15468/dl.2xy1rc
doi:10.15468/dl.2y2wy4,doi:10.1594/pangaea.141304
doi:10.15468/dl.2y2wy4,doi:10.1594/pangaea.141314
doi:10.15468/dl.2y2wy4,doi:10.1594/pangaea.141212
doi:10.15468/dl.2y2wy4,doi:10.15468/dl.2y8f33
doi:10.15468/dl.2y2wy4,doi:10.15468/dl.2xzrqj
doi:10.15468/dl.2y2wy4,doi:10.15468/dl.2ypoyj
doi:10.15468/dl.2y2wy4,doi:10.15468/dl.2xtfbc
doi:10.15468/dl.2ygigb,openalex:W3037597397
doi:10.15468/dl.2ygigb,doi:10.15468/dl.2yhu2w
doi:10.15468/dl.2ygigb,doi:10.15468/dl.2ydgun
doi:10.15468/dl.2ygigb,doi:10.15468/dl.2ysves
doi:10.15468/dl.2ygigb,doi:10.15468/dl.2y7smp
doi:10.15468/dl.2ygigb,doi:10.15468/dl.2xxtqq
doi:10.15468/dl.2ygigb,doi:10.15468/dl.2yqfqg
doi:10.15468/dl.2ygigb,doi:10.15468/dl.hrys8v
doi:10.15468/dl.2ygigb,doi:10.15468/dl.hsbabh
doi:10.1594/pangaea.141154,doi:10.15468/dl.2xih8t
doi:10.1594/pangaea.141154,doi:10.15468/dl.hrvn8d
doi:10.1594/pangaea.141154,doi:10.15468/dl.hrzj6m
doi:10.1594/pangaea.141154,doi:10.15468/dl.hs65se
doi:10.1594/pangaea.141154,doi:10.15468/dl.hrzecx
doi:10.1594/pangaea.141154,doi:10.15468/dl.hsbo6l
doi:10.1594/pangaea.141154,doi:10.15468/dl.hs3xgy
doi:10.1594/pangaea.141154,doi:10.15468/dl.2xh44c
doi:10.1594/pangaea.141154,doi:10.15468/dl.hsavpn
doi:10.15468/dl.hryd8g,doi:10.15468/dl.hsfgec
doi:10.15468/dl.hryd8g,doi:10.15468/dl.hrpmry
doi:10.15468/dl.hryd8g,doi:10.15468/dl.hrtsug
doi:10.15468/dl.hryd8g,doi:10.15468/dl.hrylsx
doi:10.15468/dl.hryd8g,doi:10.1594/pangaea.140673
doi:10.15468/dl.hryd8g,doi:10.15468/dl.hrqebd
doi:10.15468/dl.hryd8g,doi:10.15468/dl.hrpjzy
doi:10.15468/dl.hryd8g,doi:10.15468/dl.hsajhx
doi:10.15468/dl.hryd8g,doi:10.15468/dl.hrzj8b
doi:10.1594/pangaea.141108,doi:10.15468/dl.2xgamn
doi:10.1594/pangaea.141108,doi:10.15468/dl.hrqfch
doi:10.1594/pangaea.141108,doi:10.15468/dl.hrwns6
doi:10.1594/pangaea.141108,doi:10.15468/dl.hsfql1
doi:10.1594/pangaea.141108,doi:10.15468/dl.hrwuku
doi:10.1594/pangaea.141108,doi:10.15468/dl.hsbks5
doi:10.1594/pangaea.141108,doi:10.15468/dl.hs4gs3
doi:10.1594/pangaea.141108,doi:10.15468/dl.hsba8m
doi:10.1594/pangaea.141108,doi:10.15468/dl.hrv7fk
doi:10.1594/pangaea.141160,doi:10.15468/dl.hs3sxq
doi:10.1594/pangaea.141160,doi:10.15468/dl.hrvjqg
doi:10.1594/pangaea.141160,doi:10.15468/dl.hrtw56
doi:10.1594/pangaea.141160,doi:10.15468/dl.hs44wc
doi:10.1594/pangaea.141160,doi:10.15468/dl.hsfnky
doi:10.1594/pangaea.141160,doi:10.15468/dl.2xkgyp
doi:10.1594/pangaea.141160,doi:10.15468/dl.hsfgcq
doi:10.1594/pangaea.141160,doi:10.15468/dl.hseh8w
doi:10.1594/pangaea.141160,doi:10.15468/dl.hrqedy
doi:10.15468/dl.hs8b1q,doi:10.15468/dl.hs0kxi
doi:10.15468/dl.hs8b1q,doi:10.15468/dl.hryh4j
doi:10.15468/dl.hs8b1q,doi:10.15468/dl.hsaeo9
doi:10.15468/dl.hs8b1q,doi:10.15468/dl.hs64sw
doi:10.15468/dl.hs8b1q,doi:10.15468/dl.hsagmy
doi:10.15468/dl.hs8b1q,doi:10.15468/dl.2xhz17
doi:10.15468/dl.hs8b1q,doi:10.15468/dl.hsa3eg
doi:10.15468/dl.hs8b1q,doi:10.15468/dl.hseuxn
doi:10.15468/dl.hs8b1q,doi:10.15468/dl.hsa9ux
doi:10.15468/dl.hsb3yv,doi:10.15468/dl.2xgisu
doi:10.15468/dl.hsb3yv,doi:10.15468/dl.hrpzus
doi:10.15468/dl.hsb3yv,doi:10.1594/pangaea.141101
doi:10.15468/dl.hsb3yv,doi:10.15468/dl.hs0cwj
doi:10.15468/dl.hsb3yv,doi:10.15468/dl.2xgtqe
doi:10.15468/dl.hsb3yv,doi:10.15468/dl.2xfr8s
doi:10.15468/dl.hsb3yv,doi:10.15468/dl.hsfdbl
doi:10.15468/dl.hsb3yv,doi:10.15468/dl.hs4eyb
doi:10.15468/dl.hsb3yv,doi:10.15468/dl.hs7k5w
doi:10.15468/dl.hrt8b4,doi:10.15468/dl.hsdate
doi:10.15468/dl.hrt8b4,doi:10.15468/dl.hrufxw
doi:10.15468/dl.hrt8b4,doi:10.15468/dl.hsa82c
doi:10.15468/dl.hrt8b4,doi:10.15468/dl.hrt8zd
doi:10.15468/dl.hrt8b4,doi:10.15468/dl.hrz5r8
doi:10.15468/dl.hrt8b4,doi:10.1594/pangaea.141097
doi:10.15468/dl.hrt8b4,doi:10.15468/dl.hs4tf7
doi:10.15468/dl.hrt8b4,doi:10.15468/dl.hsdukv
doi:10.15468/dl.hrt8b4,doi:10.15468/dl.hrrw34
doi:10.15468/dl.hsfsn5,doi:10.15468/dl.hsawg6
doi:10.15468/dl.hsfsn5,doi:10.15468/dl.hscwjn
doi:10.15468/dl.hsfsn5,doi:10.15468/dl.2xjcek
doi:10.15468/dl.hsfsn5,doi:10.15468/dl.2xhkgo
doi:10.15468/dl.hsfsn5,doi:10.15468/dl.hrrzca
doi:10.15468/dl.hsfsn5,doi:10.15468/dl.hrrv8e
doi:10.15468/dl.hsfsn5,doi:10.1594/pangaea.140721
doi:10.15468/dl.hsfsn5,doi:10.15468/dl.2xifzz
doi:10.15468/dl.hsfsn5,doi:10.15468/dl.hs9aik
doi:10.15468/dl.hrtdpa,doi:10.15468/dl.2xhdhf
doi:10.15468/dl.hrtdpa,doi:10.15468/dl.hsaweo
doi:10.15468/dl.hrtdpa,doi:10.15468/dl.hrvhzd
doi:10.15468/dl.hrtdpa,doi:10.15468/dl.hrznmx
doi:10.15468/dl.hrtdpa,doi:10.15468/dl.2xh4mv
doi:10.15468/dl.hrtdpa,doi:10.15468/dl.hs6m8p
doi:10.15468/dl.hrtdpa,doi:10.15468/dl.hs2swm
doi:10.15468/dl.hrtdpa,doi:10.1594/pangaea.141173
doi:10.15468/dl.hrtdpa,doi:10.15468/dl.hrxrbg
doi:10.15468/dl.hs4cwi,doi:10.15468/dl.2xgylq
doi:10.15468/dl.hs4cwi,doi:10.15468/dl.hruzd5
doi:10.15468/dl.hs4cwi,doi:10.15468/dl.hs8eui
doi:10.15468/dl.hs4cwi,doi:10.15468/dl.hsewti
doi:10.15468/dl.hs4cwi,doi:10.15468/dl.hruhy5
doi:10.15468/dl.hs4cwi,doi:10.15468/dl.hs3hac
doi:10.15468/dl.hs4cwi,doi:10.15468/dl.2xkffk
doi:10.15468/dl.hs4cwi,doi:10.1594/pangaea.141163
doi:10.15468/dl.hs4cwi,doi:10.15468/dl.hs5rhd
doi:10.1594/pangaea.140715,doi:10.15468/dl.hrwnku
doi:10.1594/pangaea.140715,doi:10.15468/dl.hseb3o
doi:10.1594/pangaea.140715,doi:10.15468/dl.hsekug
doi:10.1594/pangaea.140715,doi:10.15468/dl.hsavks
doi:10.1594/pangaea.140715,doi:10.15468/dl.hrxaoh
doi:10.1594/pangaea.140715,doi:10.15468/dl.hs0dqk
doi:10.1594/pangaea.140715,doi:10.1594/pangaea.141094
doi:10.1594/pangaea.140715,doi:10.15468/dl.hrwsdx
doi:10.1594/pangaea.140715,doi:10.15468/dl.hsbp7m
doi:10.15468/dl.hrwar4,doi:10.15468/dl.hrtlgf
doi:10.15468/dl.hrwar4,doi:10.15468/dl.hs7mnj
doi:10.15468/dl.hrwar4,doi:10.15468/dl.hs1rpx
doi:10.15468/dl.hrwar4,doi:10.15468/dl.hruoqf
doi:10.15468/dl.hrwar4,doi:10.15468/dl.hs86pm
doi:10.15468/dl.hrwar4,doi:10.15468/dl.2xh4g8
doi:10.15468/dl.hrwar4,doi:10.15468/dl.hrryxu
doi:10.15468/dl.hrwar4,doi:10.15468/dl.2xfwj3
doi:10.15468/dl.hrwar4,doi:10.15468/dl.hs8rdh
doi:10.1594/pangaea.141157,doi:10.15468/dl.2xja83
doi:10.1594/pangaea.141157,doi:10.15468/dl.hrzmuy
doi:10.1594/pangaea.141157,doi:10.15468/dl.hrqcx3
doi:10.1594/pangaea.141157,doi:10.15468/dl.hsbd3u
doi:10.1594/pangaea.141157,doi:10.15468/dl.hscsbt
doi:10.1594/pangaea.141157,doi:10.15468/dl.hsasln
doi:10.1594/pangaea.141157,doi:10.15468/dl.hruh7x
doi:10.1594/pangaea.141157,doi:10.15468/dl.2xglok
doi:10.1594/pangaea.141157,doi:10.15468/dl.hsaywe
doi:10.15468/dl.hrwaq4,doi:10.15468/dl.hs71wj
doi:10.15468/dl.hrwaq4,doi:10.15468/dl.hrznfu
doi:10.15468/dl.hrwaq4,doi:10.15468/dl.hrrbf7
doi:10.15468/dl.hrwaq4,doi:10.15468/dl.hsb2a8
doi:10.15468/dl.hrwaq4,doi:10.15468/dl.hsdc4y
doi:10.15468/dl.hrwaq4,doi:10.15468/dl.hrtkpt
doi:10.15468/dl.hrwaq4,doi:10.15468/dl.hrqejd
doi:10.15468/dl.hrwaq4,doi:10.15468/dl.hsdgwu
doi:10.15468/dl.hrwaq4,doi:10.1594/pangaea.141107
doi:10.15468/dl.2xka3p,doi:10.15468/dl.hruywz
doi:10.15468/dl.2xka3p,doi:10.15468/dl.hrrb6q
doi:10.15468/dl.2xka3p,doi:10.15468/dl.hrzr4g
doi:10.15468/dl.2xka3p,doi:10.1594/pangaea.140676
doi:10.15468/dl.2xka3p,doi:10.15468/dl.hrx78q
doi:10.15468/dl.2xka3p,doi:10.15468/dl.hscdkg
doi:10.15468/dl.2xka3p,doi:10.15468/dl.2xh3d4
doi:10.15468/dl.2xka3p,doi:10.15468/dl.hrquqe
doi:10.15468/dl.2xka3p,doi:10.15468/dl.hrrj52
doi:10.15468/dl.hrw7dn,doi:10.15468/dl.hrvlhm
doi:10.15468/dl.hrw7dn,doi:10.15468/dl.hs2oqn
doi:10.15468/dl.hrw7dn,doi:10.15468/dl.hrqa42
doi:10.15468/dl.hrw7dn,doi:10.15468/dl.hs6prz
doi:10.15468/dl.hrw7dn,doi:10.15468/dl.hs0j3f
doi:10.15468/dl.hrw7dn,doi:10.15468/dl.hrpnny
doi:10.15468/dl.hrw7dn,doi:10.1594/pangaea.141165
doi:10.15468/dl.hrw7dn,doi:10.15468/dl.hsbi0v
doi:10.15468/dl.hrw7dn,openalex:W2917097890
doi:10.1594/pangaea.141150,doi:10.15468/dl.hrz3ts
doi:10.1594/pangaea.141150,doi:10.15468/dl.hrpk7f
doi:10.1594/pangaea.141150,doi:10.15468/dl.hrqjat
doi:10.1594/pangaea.141150,doi:10.15468/dl.hs5d7z
doi:10.1594/pangaea.141150,doi:10.15468/dl.2xgtb3
doi:10.1594/pangaea.141150,doi:10.1594/pangaea.140684
doi:10.1594/pangaea.141150,doi:10.15468/dl.hrshow
doi:10.1594/pangaea.141150,doi:10.15468/dl.hrumyn
doi:10.1594/pangaea.141150,doi:10.15468/dl.hs2mvu
doi:10.15468/dl.hrsk65,doi:10.1594/pangaea.141159
doi:10.15468/dl.hrsk65,doi:10.15468/dl.hry9xv
doi:10.15468/dl.hrsk65,doi:10.15468/dl.hryty2
doi:10.15468/dl.hrsk65,doi:10.15468/dl.hrzvtk
doi:10.15468/dl.hrsk65,doi:10.15468/dl.hrqjjv
doi:10.15468/dl.hrsk65,doi:10.15468/dl.hrrlw0
doi:10.15468/dl.hrsk65,doi:10.15468/dl.hs5x3g
doi:10.15468/dl.hrsk65,doi:10.15468/dl.hrpkmr
doi:10.15468/dl.hrsk65,doi:10.15468/dl.hse4xq
doi:10.15468/dl.hs5i3y,doi:10.15468/dl.hseqbq
doi:10.15468/dl.hs5i3y,doi:10.15468/dl.hrravm
doi:10.15468/dl.hs5i3y,doi:10.15468/dl.hsbhus
doi:10.15468/dl.hs5i3y,doi:10.15468/dl.hsb8c2
doi:10.15468/dl.hs5i3y,doi:10.15468/dl.hsefmh
doi:10.15468/dl.hs5i3y,doi:10.15468/dl.hrq4uy
doi:10.15468/dl.hs5i3y,doi:10.15468/dl.hs0whb
doi:10.15468/dl.hs5i3y,doi:10.15468/dl.hs7hfx
doi:10.15468/dl.hs5i3y,doi:10.15468/dl.2xhwqa
doi:10.15468/dl.hrxqig,doi:10.15468/dl.hryexp
doi:10.15468/dl.hrxqig,doi:10.15468/dl.hs5hp4
doi:10.15468/dl.hrxqig,doi:10.15468/dl.hsbqau
doi:10.15468/dl.hrxqig,doi:10.15468/dl.hryd0p
doi:10.15468/dl.hrxqig,doi:10.15468/dl.hs2rlf
doi:10.15468/dl.hrxqig,doi:10.15468/dl.hs5cfy
doi:10.15468/dl.hrxqig,doi:10.15468/dl.hsf6ek
doi:10.15468/dl.hrxqig,doi:10.1594/pangaea.140690
doi:10.15468/dl.hrxqig,doi:10.15468/dl.hrz3dd
doi:10.15468/dl.hsd2vh,doi:10.15468/dl.hs795d
doi:10.15468/dl.hsd2vh,doi:10.15468/dl.hrxghs
doi:10.15468/dl.hsd2vh,doi:10.15468/dl.hscvrk
doi:10.15468/dl.hsd2vh,doi:10.15468/dl.hs447j
doi:10.15468/dl.hsd2vh,doi:10.1594/pangaea.141161
doi:10.15468/dl.hsd2vh,doi:10.15468/dl.hs4cee
doi:10.15468/dl.hsd2vh,doi:10.1594/pangaea.141068
doi:10.15468/dl.hsd2vh,doi:10.15468/dl.hrtyng
doi:10.15468/dl.hsd2vh,doi:10.15468/dl.hscsnn
doi:10.15468/dl.hrthxf,doi:10.15468/dl.hrz358
doi:10.15468/dl.hrthxf,doi:10.15468/dl.hrur66
doi:10.15468/dl.hrthxf,doi:10.15468/dl.hscppe
doi:10.15468/dl.hrthxf,doi:10.15468/dl.hs2wxc
doi:10.15468/dl.hrthxf,doi:10.15468/dl.hseod5
doi:10.15468/dl.hrthxf,doi:10.15468/dl.hs3i8d
doi:10.15468/dl.hrthxf,doi:10.15468/dl.hrqvyo
doi:10.15468/dl.hrthxf,doi:10.15468/dl.hscrms
doi:10.15468/dl.hrthxf,doi:10.15468/dl.hrygyg
doi:10.15468/dl.2xjqw3,doi:10.15468/dl.2xj8fu
doi:10.15468/dl.2xjqw3,doi:10.15468/dl.hs09oi
doi:10.15468/dl.2xjqw3,doi:10.15468/dl.hsbh1c
doi:10.15468/dl.2xjqw3,doi:10.15468/dl.hrpgxy
doi:10.15468/dl.2xjqw3,doi:10.15468/dl.hsddia
doi:10.15468/dl.2xjqw3,doi:10.15468/dl.2xfnsk
doi:10.15468/dl.2xjqw3,doi:10.15468/dl.hrvh4q
doi:10.15468/dl.2xjqw3,doi:10.15468/dl.hsb3nx
doi:10.15468/dl.2xjqw3,doi:10.15468/dl.hrqwuc
doi:10.15468/dl.hsax5r,doi:10.15468/dl.hrsdbr
doi:10.15468/dl.hsax5r,doi:10.15468/dl.2xfrdb
doi:10.15468/dl.hsax5r,doi:10.1594/pangaea.140688
doi:10.15468/dl.hsax5r,doi:10.15468/dl.hsed9d
doi:10.15468/dl.hsax5r,doi:10.15468/dl.hseff3
doi:10.15468/dl.hsax5r,doi:10.15468/dl.2xghzf
doi:10.15468/dl.hsax5r,doi:10.15468/dl.hs7uek
doi:10.15468/dl.hsax5r,doi:10.15468/dl.2xgscj
doi:10.15468/dl.hsax5r,doi:10.15468/dl.hseprr
doi:10.15468/dl.hrxabr,doi:10.15468/dl.hs1rua
doi:10.15468/dl.hrxabr,doi:10.15468/dl.hrshwy
doi:10.15468/dl.hrxabr,doi:10.15468/dl.hrqy2k
doi:10.15468/dl.hrxabr,doi:10.15468/dl.hrzl2u
doi:10.15468/dl.hrxabr,doi:10.15468/dl.hrprbr
doi:10.15468/dl.hrxabr,doi:10.15468/dl.2xgdav
doi:10.15468/dl.hrxabr,doi:10.15468/dl.hsexbh
doi:10.15468/dl.hrxabr,doi:10.15468/dl.hrxwdp
doi:10.15468/dl.hrxabr,doi:10.15468/dl.hrxgsg
doi:10.15468/dl.hsbmbk,doi:10.15468/dl.hs4abh
doi:10.15468/dl.hsbmbk,doi:10.15468/dl.hsbrrk
doi:10.15468/dl.hsbmbk,doi:10.15468/dl.hrqq6e
doi:10.15468/dl.hsbmbk,doi:10.15468/dl.hs3oom
doi:10.15468/dl.hsbmbk,doi:10.15468/dl.hrywix
doi:10.15468/dl.hsbmbk,doi:10.1594/pangaea.140678
doi:10.15468/dl.hsbmbk,doi:10.15468/dl.hscuwf
doi:10.15468/dl.hsbmbk,doi:10.15468/dl.hscfwp
doi:10.15468/dl.hsbmbk,doi:10.15468/dl.hsfshd
doi:10.15468/dl.hsc6w3,doi:10.15468/dl.hs7hmp
doi:10.15468/dl.hsc6w3,doi:10.15468/dl.hs6etz
doi:10.15468/dl.hsc6w3,doi:10.1594/pangaea.140722
doi:10.15468/dl.hsc6w3,doi:10.15468/dl.hrslym
doi:10.15468/dl.hsc6w3,doi:10.15468/dl.hsfjzi
doi:10.15468/dl.hsc6w3,doi:10.15468/dl.hruhus
doi:10.15468/dl.hsc6w3,doi:10.15468/dl.hrsell
doi:10.15468/dl.hsc6w3,doi:10.15468/dl.hs99nv
doi:10.15468/dl.hsc6w3,doi:10.15468/dl.hsejtv
doi:10.15468/dl.hrunhk,doi:10.15468/dl.xxwclx
doi:10.15468/dl.hrunhk,doi:10.15468/dl.hry1nr
doi:10.15468/dl.hrunhk,doi:10.15468/dl.hscks4
doi:10.15468/dl.hrunhk,doi:10.15468/dl.hrqim1
doi:10.15468/dl.hrunhk,doi:10.15468/dl.hs57dh
doi:10.15468/dl.hrunhk,doi:10.15468/dl.hsdoko
doi:10.15468/dl.hrunhk,doi:10.15468/dl.hrppdy
doi:10.15468/dl.hrunhk,doi:10.15468/dl.2xjxso
doi:10.15468/dl.hrunhk,doi:10.15468/dl.hrvuyq
doi:10.15468/dl.hsfcwb,doi:10.15468/dl.hs9n73
doi:10.15468/dl.hsfcwb,doi:10.15468/dl.hrsatp
doi:10.15468/dl.hsfcwb,doi:10.1594/pangaea.140657
doi:10.15468/dl.hsfcwb,doi:10.15468/dl.hrysz9
doi:10.15468/dl.hsfcwb,doi:10.15468/dl.hs4x9i
doi:10.15468/dl.hsfcwb,doi:10.15468/dl.hs3kjd
doi:10.15468/dl.hsfcwb,doi:10.15468/dl.hse84j
doi:10.15468/dl.hsfcwb,doi:10.15468/dl.hs4jbh
doi:10.15468/dl.hsfcwb,doi:10.15468/dl.hrqqya
doi:10.15468/dl.hsanwg,doi:10.15468/dl.2xgdtf
doi:10.15468/dl.hsanwg,doi:10.15468/dl.hs2p6u
doi:10.15468/dl.hsanwg,doi:10.15468/dl.2xguwk
doi:10.15468/dl.hsanwg,doi:10.15468/dl.hrq9p4
doi:10.15468/dl.hsanwg,doi:10.15468/dl.hrugwj
doi:10.15468/dl.hsanwg,doi:10.15468/dl.xxwcrx
doi:10.15468/dl.hsanwg,doi:10.15468/dl.hsao2p
doi:10.15468/dl.hsanwg,doi:10.15468/dl.hrynh0
doi:10.15468/dl.hsanwg,doi:10.15468/dl.hrunre
doi:10.15468/dl.hsahwg,doi:10.15468/dl.hsesdd
doi:10.15468/dl.hsahwg,doi:10.15468/dl.hrpohx
doi:10.15468/dl.hsahwg,doi:10.15468/dl.hsc6lc
doi:10.15468/dl.hsahwg,doi:10.15468/dl.hs3dpy
doi:10.15468/dl.hsahwg,doi:10.15468/dl.hrsgav
doi:10.15468/dl.hsahwg,doi:10.15468/dl.hrpjgv
doi:10.15468/dl.hsahwg,doi:10.15468/dl.hs4937
doi:10.15468/dl.hsahwg,doi:10.15468/dl.hs6yn2
doi:10.15468/dl.hsahwg,doi:10.15468/dl.hrq6v2
doi:10.15468/dl.2xhk2b,doi:10.15468/dl.hrudge
doi:10.15468/dl.2xhk2b,doi:10.15468/dl.hrwyjs
doi:10.15468/dl.2xhk2b,doi:10.15468/dl.2xhhdg
doi:10.15468/dl.2xhk2b,doi:10.15468/dl.hsa2yn
doi:10.15468/dl.2xhk2b,doi:10.15468/dl.hrucyk
doi:10.15468/dl.2xhk2b,doi:10.15468/dl.hsblwr
doi:10.15468/dl.2xhk2b,doi:10.15468/dl.hsavug
doi:10.15468/dl.2xhk2b,doi:10.15468/dl.2xgv6x
doi:10.15468/dl.2xhk2b,doi:10.15468/dl.hs3jqj
doi:10.1594/pangaea.140659,doi:10.15468/dl.hs8epa
doi:10.1594/pangaea.140659,doi:10.15468/dl.hrztaw
doi:10.1594/pangaea.140659,doi:10.15468/dl.hsbueo
doi:10.1594/pangaea.140659,doi:10.15468/dl.hsaebw
doi:10.1594/pangaea.140659,doi:10.15468/dl.hrstkv
doi:10.1594/pangaea.140659,doi:10.15468/dl.hrqrbi
doi:10.1594/pangaea.140659,doi:10.15468/dl.hs5wx4
doi:10.1594/pangaea.140659,doi:10.15468/dl.2xgu28
doi:10.1594/pangaea.140659,doi:10.15468/dl.hs2cpi
doi:10.15468/dl.hrunow,doi:10.15468/dl.hrvxth
doi:10.15468/dl.hrunow,doi:10.15468/dl.2xjjbx
doi:10.15468/dl.hrunow,doi:10.15468/dl.2xhgfq
doi:10.15468/dl.hrunow,doi:10.15468/dl.hrtetx
doi:10.15468/dl.hrunow,doi:10.1594/pangaea.141098
doi:10.15468/dl.hrunow,doi:10.15468/dl.hrz82c
doi:10.15468/dl.hrunow,doi:10.15468/dl.hs73rb
